title,author_name,date,likes,comments,categories_list,type
Communications Studio: Typographic Hierarchy,Jaclyn Saik,2018-10-25T03:17:21.162Z,61,61,Design,Blog
Car-related logo designs from Apple’s Brooklyn event,Michael Schmidt,2018-10-26T16:42:13.917Z,4,4,Apple Car,Blog
The Importance of Feedback from a Product,Eugen Eşanu,2018-10-26T09:08:05.444Z,469,469,Design,Blog
Crab fighting rings: lessons from a scientist turned designer,Caitlin Brisson,2018-10-25T16:01:01.896Z,678,678,Design,Blog
Reading Types Deserve the Best Type for Reading,Peter Cho,2018-10-25T14:01:03.195Z,466,466,Typography,Blog
"Design Systems — the means, not the end",Paul Smith,2018-10-22T19:54:29.645Z,112,112,Design Systems,Blog
Redesigning a Canadian lifestyle app — a UX case study,Felipe Cepero,2018-10-22T18:58:22.750Z,,,,Blog
Extreme Makeover: Precinct Edition,The Brooklyn Ink,2018-10-22T14:56:33.640Z,79,79,Police,Blog
How Accurate Are Your User Personas?,Sofia Quintero,2018-10-18T08:47:00.000Z,25,25,User Experience,Blog
One product — one feature,Maxim Grozny,2018-10-24T10:28:55.241Z,na,na,na,Blog
Can Speculative Design make UX better? (design trend 4/4),Cruchade Audrey,2018-10-24T08:03:26.596Z,170,170,Design Trends,Blog
When your design system fails,Marissa Christy,2018-10-22T13:53:39.699Z,650,650,Design,Blog
Behind the scenes of my new visual identity created by StudioDBD,Marge Ainsley,2018-10-23T21:01:18.973Z,185,185,Branding,Blog
"Designers, Stop Talking About Empathy!",Fast Company,2018-10-23T00:00:00.000Z,na,na,na,Blog
Designing for speed or friction,Mustafa Kurtuldu,2018-10-23T15:20:37.840Z,34,34,UX,Blog
The Dom-i-city Effect,Joel Engardio,2018-10-21T00:00:00.000Z,2,2,San Francisco,Blog
Why Are Sobriety Apps so Ugly?,na,23-Oct,,,na,Blog
The Scandinavian rule that every designer should follow,Ahmed H. Aly,2018-10-23T01:16:09.431Z,809,809,Attitude,Blog
From Idea to App Store: Building My First iOS App With React Native,Robert Cooper,2018-10-22T23:11:42.828Z,1.1K,1.1K,iOS,Blog
12 Things I Learned in Type School,Peter Cho,2018-09-03T19:16:13.547Z,na,na,na,Blog
Google’s AR Design Guidelines suffice while Apple’s fall short,Paul Reynolds,2018-10-22T18:38:50.734Z,378,378,Augmented Reality,Blog
"What does it mean to build a school, or to rebuild a school?",Ira David Socol,2018-10-22T14:43:06.094Z,165,165,Education,Blog
A (Broken) Light Bulb Moment,rachel audige,2018-10-22T08:33:41.843Z,na,na,na,Blog
Why biophilic design is the key to the office of the future,Team Guild,2018-10-22T09:16:25.000Z,15,15,Office Design,Blog
Evolution Has Already Approved of Everything You’ll Do Tomorrow,na,26-Oct,,,na,Blog
A brief budget retrospective: How Chicago’s spending and revenue has changed from Mayor Emanuel’s first year to his last,CTBA,2018-10-29T22:15:09.315Z,na,na,City Budget,Blog
No Mercy / No Malice: Uber-Inequality,Scott Galloway,2018-10-29T21:07:04.612Z,149,149,Life Lessons,Blog
Telling People Your Salary May Make You Squeamish. Here’s Why You Should Do It Anyway,inc. magazine,2018-10-29T13:11:54.939Z,na,na,na,Blog
The Migrant Caravan & A Look at US Foreign Aid Policy,Sébastien Burgess,2018-10-27T23:21:21.421Z,3,3,Immigration,Blog
Citizen-led Economic Transition — a four point framework for guiding action,Nenad Maljković,2018-10-27T13:34:06.000Z,na,na,Climate Change,Blog
"Fascism, Anti-Semitism, and the Jewish Scapegoat",Jessica Levine,2018-10-27T20:58:52.692Z,203,203,Politics,Blog
Why Globalism Is Good for You,The Financial Times,2018-10-29T18:48:56.642Z,na,na,na,Blog
New Zealand business needs to explore opportunities in the Indian Ocean,MartinJenkins,2018-10-28T21:54:35.865Z,na,na,Iora,Blog
The Haunting (and Civically Responsible) Beauty of Halloween Stores,na,29-Oct,,,na,Blog
A Supreme Court Fit for Plunder,Kathleen Frydl,2018-10-28T13:38:45.436Z,2,2,Supreme Court,Blog
Why One of America’s Richest States Is Also its Poorest,The Economist,2018-10-29T16:00:00.000Z,na,na,na,Blog
AI’s and algorithms still can’t beat humans in a fundamental analysis: Alex Frino,Shiwen Yap,2018-10-29T01:01:01.912Z,na,na,Capital Markets,Blog
The Circular Classroom: a Free Toolkit for Activating the Circular Economy through Experiential Learning,Leyla Acaroglu,2018-10-28T19:31:01.636Z,107,107,Education,Blog
Where does the money go for blockchain investments?,Fan Wen,2018-10-28T18:29:38.165Z,70,70,Venture Capital,Blog
The impatience of China’s Xi Jinping,Markos Kounalakis,2018-10-28T15:56:02.199Z,2,2,China,Blog
Introduction to Neural Networks for Finance,Vivek Palaniappan,2018-10-29T05:35:23.142Z,na,na,na,Blog
"$300 Million was Moved Using Skipjack With $0.3 Fee, True Potential of Encrypcurrency",Professor Dr Sir Mike Irvan,2018-10-28T04:40:57.404Z,61,61,na,Blog
"Universal Rent Control is about more than tenant power, it’s about reestablishing democratic power over the market",Pete Harrison,2018-10-27T19:46:40.287Z,6,6,Politics,Blog
Invest in self driving cars WITHOUT billions of dollars,Sean O'Dowd,2018-10-27T17:29:42.981Z,3,3,Self Driving Cars,Blog
Can Cultured Meat Safe the Planet?,TLGG Consulting,2018-10-27T14:01:02.105Z,48,48,Environment,Blog
­IMC 2018: A Revolution Approaches,DeCode Staff,2018-10-27T13:31:03.142Z,1,1,Telecommunication,Blog
China’s Economic Offensive,Chris Kiyaseh,2018-10-27T10:01:03.083Z,64,64,China,Blog
Planting Bitcoin — Season (2/4),Dan Held,2018-10-27T15:02:21.024Z,457,457,Economics,Blog
Slight Slowdown in Pace of Growth Masks Ominous Change in Structure,Ed Dolan,2018-10-27T12:10:13.322Z,na,na,na,Blog
Decoding the success of the best-performing emerging economies,McKinsey Global Inst,2018-10-26T20:23:13.727Z,53,53,Economics,Blog
Evolution Has Already Approved of Everything You’ll Do Tomorrow,na,26-Oct,,,na,Blog
Dear health diary: The true cost of healthcare to low-income households in India,UHC Coalition,2018-10-24T18:25:06.490Z,16,16,Finance,Blog
Wage Inflation in the UK: What’s Going On?,Michael Bagguley,2018-10-24T17:28:40.064Z,1K,1K,Economics,Blog
When the material meets the immaterial,Koen Smets,2018-10-26T06:21:04.000Z,8,8,Behavioral Economics,Blog
Predicting The Housing Market Is Easier Than You Think,Concoda,2018-10-26T07:21:28.936Z,na,na,na,Blog
Perplexing Sovereign Debt to GDP Ratio:,Michio Suginoo,2018-10-26T06:19:40.886Z,na,na,na,Blog
India’s Start-up Ecosystem Regains Momentum After Slowdown in 2016 & 2017,Arjun G,2018-10-26T01:33:58.488Z,2,2,Startup,Blog
The death of capitalism,Mike Meyer,2018-10-26T02:39:31.769Z,255,255,Politics,Blog
The Death of Hollywood’s Middle Class,Fast Company,2018-10-25T00:00:00.000Z,na,na,na,Blog
Development in Africa: Framing Forward through the lens of Time,Victoria Faj,2018-10-25T10:14:40.083Z,na,na,na,Blog
The Importance of Side Hustles,na,20-Feb,,,na,Blog
Top 10 Middle East Startups to Watch in 2019,Alex Mitchell,2018-10-29T23:32:49.342Z,1,1,Middle East,Blog
Disruption: Getting Beyond the Hype,Springboard Enterprises,2018-10-29T18:01:01.324Z,4,4,Startup,Blog
Security Token Offerings — STOs are the new ICOs,Michael K. Spencer,2018-05-10T01:01:00.853Z,na,na,na,Blog
Dear First-time Angel Investor,Roy Bahat,2018-10-29T17:31:02.060Z,60,60,Startup,Blog
Tips for Busy Entrepreneurs: How to Manage Your Time More Efficiently?,Eglė Račkauskaitė,2018-10-29T03:47:36.878Z,7,7,Productivity,Blog
How To Waste People’s Time In The Business World,Eric S Burdon,2018-10-29T12:28:58.943Z,na,na,na,Blog
What I Learned From Making Hot Sauce at Scale,Jenny Gao,2018-10-25T17:42:46.006Z,na,na,na,Blog
How to Launch and Scale Your Tech Product on a Shoestring Budget,Kenneth Colón,2018-10-26T20:50:02.458Z,317,317,Startup,Blog
The climb,Banji Adenusi,2018-10-24T19:35:07.729Z,153,153,Startup,Blog
Forget-Me-Not.,Haley Daiber,2018-10-24T17:39:50.762Z,29,29,Startup,Blog
Want to scale your business? Think small instead.,Jerlin Huang,2018-10-26T03:44:20.697Z,na,na,na,Blog
The Importance of Side Hustles,na,20-Feb,,,na,Blog
How to Innovate with Metered Funding,Christopher Mui,2018-10-23T21:42:33.442Z,9,9,Lean Startup,Blog
"The End-To-End Guide to Startup Hires, From Yelp’s Former COO",Spero Ventures,2018-10-23T17:48:00.596Z,43,43,Hiring,Blog
Ruined by Success,Les Trachtman,2018-10-25T15:57:36.738Z,155,155,Startup,Blog
What a Dead Philosopher Can Teach Startups About Culture,Cameron McLain,2018-10-25T13:42:30.007Z,,,,Blog
The 5 Mental Traps Every Founder Falls Into — And How To Avoid Them,Alex Paley,2018-10-25T12:33:39.523Z,296,296,Startup,Blog
The Ultimate Guide to Get Started on Your Business Idea,Liz Huber,2018-10-25T13:00:28.737Z,na,na,na,Blog
Lab Partners,Lorna Prescott,2018-10-23T12:30:18.584Z,14,14,Emergent Design,Blog
"Good Technology, Bad Investment",Lance Gutteridge,2018-10-25T07:05:50.716Z,174,174,Startup,Blog
"Miyoko Schinner, the Premier Pioneer of Plant-Based Cheese",Gabe Kleinman,2018-10-24T13:01:01.989Z,155,155,Food,Blog
Video Conferencing Sucks. Could “Augmented” Meetings Replace It?,Fast Company,2018-10-24T00:00:00.000Z,na,na,na,Blog
Acumen,Acumen,2018-10-24T17:08:19.589Z,36,36,Entrepreneurship,Blog
How To Build A Digital Native Brand,Antonio Altamirano,2018-09-17T14:55:07.000Z,46,46,Digital Native Brand,Blog
Expat founders: So where are all the African entrepreneurs? [Opinion] — Ventureburn,Cast In Africa,2018-07-30T14:00:52.000Z,na,na,na,Blog
Confessions of a Flawed Designer,Pablo Stanley,2018-10-24T15:51:02.318Z,8.7K,8.7K,Productivity,Blog
Risk Management for Venture Capital Firms,Ricardo Taveras,2018-10-24T14:22:52.032Z,23,23,Venture Capital,Blog
I Did Everything “Wrong”: A First-Timer’s Indie Game Kickstarter Pre-Mortem,moebial studios,2018-10-22T16:10:55.145Z,150,150,Crowdfunding,Blog
How To Measure Success At Different Stages Of A Startup,Heidi Zak,2018-10-23T17:21:10.664Z,276,276,Startup,Blog
"What’s Real About Shark Tank? I Asked This Entrepreneur, Who Was Awarded $1M",John Greathouse,2018-10-23T21:59:44.107Z,87,87,Entrepreneurship,Blog
3 Times You Should Ignore Your Customers,Springboard Enterprises,2018-10-23T18:01:03.144Z,69,69,Startup,Blog
How To Juggle Deals And Choose The Best For Your Company,Praveen Tipirneni,2018-10-23T16:01:39.559Z,60,60,Startup,Blog
Pizza Kitchen Confidential,Adam Sigel,2018-10-21T20:20:39.581Z,138,138,Pizza,Blog
Ask For What You Want,Tobias van Schneider,2018-10-23T13:24:42.815Z,na,na,na,Blog
What do investors want? A guide for early-stage startups,Noa Matz,2018-10-21T14:03:05.074Z,157,157,Startup,Blog
The Importance of Side Hustles,na,20-Feb,,,na,Blog
Experience-based Tips for Freelance Writers,On Aging,2018-10-29T18:44:36.659Z,5,5,Writing,Blog
"All Freelancers Should Learn Programming, Period!",Nebojsa Todorovic,2018-10-28T16:00:11.337Z,13,13,Freelancing,Blog
How I changed my mindset to go from freelancer to business owner,InVision,2018-10-26T17:09:29.472Z,na,na,na,Blog
My Husband Inspired Me to Start a Business,Jyssica Schwartz,2018-10-26T16:57:28.369Z,587,587,Tech,Blog
The Importance of Side Hustles,na,20-Feb,,,na,Blog
Confront the Freelance Fear Monster Once and for All,Roseanne Murphy,2018-10-25T08:47:25.243Z,na,na,na,Blog
Let’s Chat About Professional Etiquette,na,22-Feb,,,na,Blog
Why I Built a Location Independent Business — Even Though I’m Not a Digital Nomad,J. C. McBride,2018-10-24T13:06:02.334Z,na,na,na,Blog
Freelance Ideas: How to Increase Your Revenue When Freelancing,Robyn Kyberd,2018-09-16T23:00:01.000Z,153,153,Freelancing,Blog
How to use your client’s design ideas — and why this is important,Moshe Siegel,2018-10-22T16:35:01.090Z,,,,Blog
Brian Wilson Used Freelancers to Make One of the Greatest Rock Albums of All Time,J. C. McBride,2018-10-22T13:21:01.439Z,na,102,na,Blog
Maybe You Don’t Need a Contract,J. C. McBride,2018-10-21T13:11:01.642Z,na,na,na,Blog
Filling Every Hour: Dealing with the Pressure to be Productive as a Freelancer,Roseanne Murphy,2018-10-21T09:21:37.948Z,na,na,na,Blog
How to Survive Without a Computer as a Digital Nomad,Valerie Taylor,2018-10-20T11:35:08.840Z,57,57,Travel,Blog
Protecting Your Freelance Work,Dave Smyth,2018-10-20T09:52:54.632Z,na,na,na,Blog
The Laser-Focused Freelancer,Brianna Soloski,2018-10-19T22:13:01.156Z,na,na,na,Blog
Keeping Social Media Social,Brianna Soloski,2018-10-19T18:13:14.132Z,na,na,na,Blog
I Liked Writing Better Before I Was Paid to Do it,Brian Brewington,2018-10-19T17:01:05.783Z,1K,1K,Writing,Blog
How to work with freelance clients: the best contracts are the ones you never have to enforce,Benek Lisefski,2018-10-19T14:25:10.114Z,850,850,Freelancing,Blog
A Day in the Life of a Freelance Artist.,Chaz Hutton,2018-10-19T11:28:15.235Z,na,na,na,Blog
How to Stay Productive When You Work From Home,Alexander Santo,2018-10-08T00:00:00.000Z,216,216,Remote Working,Blog
Life as a Freelance Coder - Career Choices and How to Maintain your Sanity,David Hurren,2018-10-17T13:52:40.181Z,481,481,Programming,Blog
Why your profession evolves by simply being a digital nomad,Dojo Bali,2018-10-17T03:02:12.000Z,9,9,Digital Nomad,Blog
Mental constructs from your 9-to-5 job that are bad for self-employment,Bruce Flow,2018-10-18T14:55:31.299Z,na,na,na,Blog
Eat. Source. Play.,Jitske van de Worp,2018-10-16T09:33:30.231Z,114,114,Remote Working,Blog
Worries About the Rise of the Gig Economy Are Mostly Overblown,The Economist,2018-10-17T22:47:31.291Z,na,na,na,Blog
Why Media People Are Furious over Facebook’s Bad Video Metrics,Fast Company,2018-10-17T00:00:00.000Z,na,na,na,Blog
5 Reasons Creative Businesses Should Run Like Hell From Hourly Billing,Andrew Holliday,2018-10-15T20:34:55.677Z,138,138,Freelancing,Blog
Stuff Nobody Tells You About Teaching Online,Ty Walls,2018-09-15T19:40:49.000Z,na,na,na,Blog
When Your Boss Is an Algorithm,New York Times Opinion,2018-10-16T18:33:45.149Z,na,na,na,Blog
"You Should Still Consider Going To Career Fairs And Networking Events, Even As A Freelance Writer",Angely Mercado,2018-10-16T13:20:13.041Z,na,na,na,Blog
How to Land Freelance Clients Without Selling Yourself Short,na,27-Jun,,,na,Blog
"Let’s Talk About Fees, You Busy Freelance Bees!",Nebojsa Todorovic,2018-10-14T09:57:51.136Z,21,21,Freelancing,Blog
How to Get Clients and Market Your Freelance Business,Robyn Kyberd,2018-09-02T23:00:36.000Z,147,147,Freelancing,Blog
"The Good, Bad, And Beautiful of Not Having a Real Job",J. C. McBride,2018-10-15T13:11:01.872Z,na,na,na,Blog
It’s Okay to Not Want a Promotion,na,22-Oct,,,na,Blog
Telling People Your Salary May Make You Squeamish. Here’s Why You Should Do It Anyway,inc. magazine,2018-10-29T13:11:54.939Z,na,na,na,Blog
9 Books That Helped Me Become the Leader I Am Today,Shanna A. Hocking,2018-10-27T21:42:51.249Z,8,8,Leadership,Blog
Conflict Resolution: The Truth is in the Middle,"Donna Goodaker — believer in art, kindness, cats",2018-10-28T23:01:01.099Z,46,46,Management,Blog
The Nightmare of Valve’s self-organizing “utopia”,Ong Kar Jin,2018-10-27T13:13:16.489Z,175,175,Management,Blog
Hire Smart People and Get Out of Their Way,Jesse Moore,2018-10-27T12:48:08.452Z,183,183,Leadership,Blog
Why Your Team Needs Conflict and How to Make It Productive,John Estafanous,2018-10-27T11:32:14.051Z,24,24,Management,Blog
Building Amazing Development Teams,Dan Jackson,2018-10-27T21:45:22.925Z,na,na,na,Blog
4 Ways Leaders Can Stay Agile In A Shifting Tech Landscape,Jon Shalowitz,2018-10-09T20:50:13.243Z,266,266,Startup,Blog
Drive the Relationships Workers Crave,Jim Katzaman - Get Debt-Free One Family at a Time,2018-10-26T05:37:50.000Z,12,12,Employee Engagement,Blog
"The End-To-End Guide to Startup Hires, From Yelp’s Former COO",Spero Ventures,2018-10-23T17:48:00.596Z,43,43,Hiring,Blog
6 ways managers can increase team accountability,Devin Mercier,2018-10-25T15:25:30.956Z,201,201,Management And Leadership,Blog
Your Team Is More Important Than Your Business Strategy. Here’s Why,Robert Glazer,2018-10-25T13:03:19.525Z,217,217,Leadership,Blog
The Day I Lost my Most Creative Employee,Ravi Shankar Rajan,2018-10-25T13:50:27.717Z,na,na,na,Blog
Surprising lessons for agile teams from Vietnamese drivers,Myriam Hadnes,2018-10-23T10:15:01.084Z,55,55,Agile,Blog
Core Values vs. Politics in the Workplace,Peter Avritch,2018-10-25T07:40:31.579Z,88,88,Business,Blog
Which management practices are common in International Schools?,Dr Denry Machin,2018-10-23T09:44:08.326Z,15,15,Education,Blog
Learn how to lead ‘asian style’ in three minutes,Gert Hans Berghuis,2018-10-23T09:42:38.442Z,13,13,Leadership,Blog
A Recipe for Happy Workers,The Financial Times,2018-10-24T18:11:56.900Z,na,na,na,Blog
What to Do When Leaders’ Actions Go Against Company Values,Jess Eggert,2018-10-22T15:58:40.985Z,na,na,Leadership,Blog
Top of the Class Doesn’t Translate to Top of the World: It’s Not How Smart You Are That Determines Success,Julia E Hubbel,2018-10-24T11:13:51.931Z,na,na,na,Blog
Unlearning Leadership,Laurie Bennett,2018-10-22T09:44:09.631Z,75,75,Leadership,Blog
"Designers, Stop Talking About Empathy!",Fast Company,2018-10-23T00:00:00.000Z,na,na,na,Blog
Why Your Gender Equality Training Won’t Work (and What You Should Do Instead),inc. magazine,2018-10-23T13:11:16.837Z,na,na,na,Blog
These Feminine “Weaknesses” Are Actually Your Greatest Strengths,Amy K Stanton,2018-10-23T14:54:05.601Z,147,147,Leadership,Blog
Smart Businesses Lean on Outsourced Labor,Katie Terrell Hanna,2018-10-22T21:31:01.749Z,1,1,Outsourcing,Blog
This Is How Getting Fired Is More Financially Devastating for Women,Fast Company,2018-10-22T00:00:00.000Z,na,na,na,Blog
Why do you need a project war room?,Jacob Dahl,2018-10-21T07:27:58.448Z,5,5,Project Management,Blog
Leaders lead from… everywhere,Diego Schmunis,2018-10-21T00:12:23.769Z,8,8,Leadership,Blog
It’s Okay to Not Want a Promotion,na,22-Oct,,,na,Blog
Women Of The C-Suite:“Have a positive vision for your company and yourself” With Lee McEnany Caraher CEO of Double Forte,Akemi Sue Fisher,2018-10-21T18:54:04.859Z,5,5,Startup,Blog
Traits of a Compassionate Leader,Brian Palaia,2018-10-21T17:32:49.686Z,51,51,Leadership,Blog
"Serena Williams, Amal Clooney, and Others on Policing Women’s Anger",Fast Company,2018-10-19T00:00:00.000Z,na,na,na,Blog
The №1 Thing You’re Getting Wrong About Inclusive Design,Fast Company,2018-10-16T00:00:00.000Z,na,na,na,Blog
Being a first time Engineering Manager,Jayanth Ankareddi,2018-10-19T18:05:01.498Z,200,200,Leadership,Blog
Teamwork and Team Building is F*&$% hard.,Paul M,2018-10-19T16:01:03.422Z,na,na,na,Blog
The United States of Brand Building,na,22-Oct,,,na,Blog
Digital Public Relations and the Content Marketing Funnel,Bill Threlkeld,2018-10-29T23:59:43.105Z,1,1,Content Marketing,Blog
The Death of the English Language: One Stupid Advertising Word at a Time,Greg Adrouny,2018-10-29T23:25:14.628Z,na,na,na,Blog
Choosing the Right Picture for Your Post,Vico Biscotti,2018-10-29T19:09:00.000Z,22,22,Blogging,Blog
4 ways to improve your branding strategy,jija bhattacharya,2018-10-24T07:55:32.000Z,na,na,na,Blog
How Semiotics Helps Brands Encapsulate Value,Martina Olbertova,2018-10-29T10:38:53.269Z,na,21,na,Blog
Building a Story World,Ryo Leong,2018-10-29T10:31:14.365Z,na,na,na,Blog
Let’s bust the myth: SEO is non-technical practice,Bhavya Saggi,2018-10-25T06:16:22.471Z,12,12,SEO,Blog
The Facebook Effect: What Real-Time Marketing Means For Online Publishers In The Digital Age,Jon Shalowitz,2018-10-23T16:53:58.170Z,201,201,Publishing,Blog
Philip Morris: How Virginia Slims Targeted Women to Sell Cigarettes,Maggie Polk,2018-10-24T17:51:49.545Z,79,79,Feminism,Blog
Create Immersive Experiences with Multi-Sensory Digital Signage,Visix Digital Signage,2018-10-16T13:12:27.000Z,na,na,Design,Blog
How do backlinks work?,Leon Tranter,2018-10-26T11:55:03.000Z,91,91,Blogging,Blog
Future of marketing lies in chatbots,Riti Dass,2018-10-25T20:23:08.843Z,34,34,Bots,Blog
Just What I Was Looking For: Website Personalization,Katie Terrell Hanna,2018-10-25T17:16:03.698Z,5,5,Ecommerce,Blog
Human-washing: Jumping on the brand wagon,Jez Williams,2018-10-25T15:54:14.548Z,na,na,na,Blog
"Hotel Revenue Management: Solutions, Best Practices, Revenue Manager’s Role",AltexSoft Inc,2018-10-25T12:17:15.720Z,57,57,Travel,Blog
Agencies: Stop Trying to Creative Your Way Out of Things,Ken Kraemer,2018-10-23T12:54:28.196Z,7,7,Marketing,Blog
Future of marketing lies in chatbots,Riti Dass,2018-10-25T08:48:40.009Z,168,168,Bots,Blog
Correcting a Bad Brand Reputation with Content Marketing.,Marie-Helene Dibenedetto,2018-10-23T11:51:02.176Z,11,11,Content Marketing,Blog
EFFECTIVE SCHOOL MARKETING: Sweat the Small Stuff,Dr Denry Machin,2018-10-23T09:47:26.444Z,4,4,Marketing,Blog
The Definitive Guide To Brand-Safety Ads On YouTube,Elliot Baum,2018-10-23T08:28:10.766Z,1,1,Advertising,Blog
"No, Purpose Isn’t a Symptom — But it is Misunderstood",Katie Burkhart,2018-10-22T22:23:26.305Z,na,na,Csr,Blog
How To Build A Digital Native Brand,Antonio Altamirano,2018-09-17T14:55:07.000Z,46,46,Digital Native Brand,Blog
Why You Need to Start Optimizing Your eCommerce Store’s Thank You Page,Ruth Even Haim,2018-10-22T19:43:07.654Z,na,na,Ecommerce,Blog
Organic Mathematics,Jess Bachman,2018-10-22T18:45:50.519Z,5,5,Social Media,Blog
Why Brands Must Start Listening In The Conversation Economy,SMARTASSISTANT,2018-10-22T17:16:16.999Z,16,16,Brands,Blog
5 Content Syndication Platforms Every Blogger Needs To Grow Their Audience On,Shruti Pangtey,2018-10-04T14:34:08.000Z,na,na,na,Blog
"Paywall strategies: What publishers can learn from The Times, Mittmedia, and Le Monde",Team WNiP,2018-10-24T08:10:59.100Z,5,5,Paywall,Blog
How To Measure Success At Different Stages Of A Startup,Heidi Zak,2018-10-23T17:21:10.664Z,276,276,Startup,Blog
7 Reasons Your Chatbot Doesn’t Attract Clients and How to Fix It,Anastasiia Bilous,2018-10-23T22:39:03.816Z,70,70,Chatbots,Blog
Behind the scenes of my new visual identity created by StudioDBD,Marge Ainsley,2018-10-23T21:01:18.973Z,185,185,Branding,Blog
How to Increase Conversion Rates with Effective Squeeze Pages,Katie Terrell Hanna,2018-10-23T21:31:03.257Z,14,14,Marketing,Blog
Why You Should Diversify Your Marketing Channels,Hanna Hermanson,2018-10-16T00:00:00.000Z,5,5,Marketing,Blog
Mapping Data + People,IDEO,2018-10-23T17:11:02.019Z,251,251,na,Blog
How to build links at scale with SEO SpyGlass,Vanarp,2018-10-22T01:59:21.197Z,1,1,SEO,Blog
Marketing Has a Best Practices Problem,Jay Acunzo,2018-10-21T20:33:10.144Z,126,126,Marketing,Blog
The Dumb Device Counterculture,na,2-Oct,,,na,Blog
Exploring the Strongly Typed Graph,Lauren Elizabeth Tan,2018-10-28T01:53:04.094Z,65,65,Typescript,Blog
Future-Proofing Your Career,Marty Nemko,2018-10-28T00:38:21.344Z,na,na,Careers,Blog
Alex Cora’s team won the World Series. What you can learn from #Coralytics,Josh Bernoff,2018-10-29T17:39:16.760Z,11,11,Coralytics,Blog
Building Your Life In The C Quadrant,Khawaja Saud Masud,2018-10-29T18:01:01.221Z,13,13,Productivity,Blog
Tips for Busy Entrepreneurs: How to Manage Your Time More Efficiently?,Eglė Račkauskaitė,2018-10-29T03:47:36.878Z,7,7,Productivity,Blog
Why going ‘off-grid’ is important for the creative process,Callum Sharp,2018-10-28T13:01:02.211Z,400,400,Travel,Blog
"10 Data Structure, Algorithms, and Programming Courses to Crack Any Coding Interview",javinpaul,2018-10-25T02:21:02.516Z,2.4K,2.4K,Interview,Blog
These tools will help you write clean code,Adeel Imran,2018-10-24T00:27:37.594Z,3.3K,3.3K,JavaScript,Blog
How I got my first developer job at age 40 after 10 months of hard work,Syk Houdeib,2018-10-23T00:08:54.702Z,10.8K,10.8K,Programming,Blog
10 rules for better fiction writing,Callum Sharp,2018-10-28T20:21:03.388Z,na,na,na,Blog
The Fine Art of Weekend Puttering,George J. Schroeder,2018-10-26T02:45:56.733Z,na,na,na,Blog
The Life-Changing Magic of “Flow” — Why Getting in the Zone May be the Key to Happiness,Ayodeji Awosika,2018-10-27T11:31:02.056Z,na,na,na,Blog
Here’s Why Good Ideas Only Come to Us in the Shower,Zulie Rane,2018-10-27T01:21:01.961Z,na,na,na,Blog
Digital Wellness is a trap,Alex Roddie,2018-10-26T16:57:35.317Z,86,86,Apple Watch,Blog
Why your productivity tools are making you less productive,Aytekin Tank,2018-10-26T07:44:21.313Z,3.2K,3.2K,Life,Blog
Why Wasting Time Is a Key to Generate Creative Ideas,Davida Ginter,2018-10-26T06:27:28.950Z,274,274,Creativity,Blog
How to Make Your Subconscious Mind Work for You,Kate Maria Pennell,2018-10-25T16:44:52.323Z,na,na,na,Blog
"Use what you have, not what you wish you had.",You and Eye Creative,2018-10-23T12:55:37.399Z,147,147,Entrepreneurship,Blog
Make time for the things that matter,Michael Stafford,2018-10-23T12:50:22.922Z,206,206,Productivity,Blog
Surprising lessons for agile teams from Vietnamese drivers,Myriam Hadnes,2018-10-23T10:15:01.084Z,55,55,Agile,Blog
I Change My Task Management System More Often Than the Oil in My Car,Neil Miller,2018-10-24T23:38:15.269Z,173,173,Productivity,Blog
Top 12 Things That Destroy Developer Productivity,John Lafleur,2018-10-15T00:00:00.000Z,4.96K,4.96K,Software Development,Blog
Am I Allowed to Play Video Games?,Avery Lewis,2018-10-24T22:50:19.649Z,na,na,na,Blog
What’s blocking your creative output?,Annie Mueller,2018-10-24T22:09:19.854Z,na,na,na,Blog
Video Conferencing Sucks. Could “Augmented” Meetings Replace It?,Fast Company,2018-10-24T00:00:00.000Z,na,na,na,Blog
How to Lift Up Your Productivity through Writing,FacileThings,2018-10-24T17:09:05.732Z,284,284,Writing,Blog
Better Productivity? Rest Assured.,Julien Adler,2018-10-22T20:08:00.640Z,23,23,Productivity,Blog
6 Reasons Why Scrum Fails,Carlos Matias,2018-10-22T18:45:32.988Z,131,131,Agile,Blog
[Part 1] How to Achieve Breakthrough with Business Transformation?,Naully Nicolas,2018-10-24T14:36:38.420Z,na,na,na,Blog
Research Says We’re Not Busy — So Why Do We FEEL So Busy?,Sloww • Design a Lighter Life,2018-10-24T03:36:11.000Z,7,7,Work Life Balance,Blog
Aren’t You Supposed To Be Doing Something Right Now?,Infinite Beta,2018-10-24T11:28:58.563Z,129,129,Productivity,Blog
Ways to Make Use of the Time You Spend Commuting to Campus,Sam Casteris,2018-10-24T07:36:14.315Z,2,2,Education,Blog
"Want To Be A Success? It’s In The System, Not The Suffering",Elle Fredine,2018-10-24T06:19:58.835Z,na,na,na,Blog
The Best Book On Self-Improvement,Norm Wright,2018-08-31T15:17:08.000Z,638,638,Productivity,Blog
Why is the spreadsheet model still relevant to project management needs ?,Rish Prasad,2018-10-24T04:32:57.553Z,na,na,na,Blog
The One Piece of Advice Young Women Need,na,26-Oct,,,na,Blog
When someone says your project won’t work,Maya P. Lim,2018-10-29T20:59:40.546Z,50,50,Entrepreneurship,Blog
